Topic,Document,Video
1,"the problem is how much money you have coming in . you can afford it by it . i do n't i do n't i do n't know how to answer that question specifically . i do n't know where you live it on know what the car is , etcetera . but you ca n't save yourself rich anyway . when 's the last time you 're heard a millionaire say , i got rich by saving . never . never . you have to earn yourself rich . so car finances is n't your problem . your problem is if you 're even considering the fact that it might be an issue for you you 're not earning enough money . mh . so need to change that . we 'll tell you how to make money with whether you 're actually gon na do or not is completely up to you . then you wo n't have these issues .",episode-15.txt
1,"so get in while you can . when the real world launches the real world token , we 're going higher , hire , higher , higher we 're not bullshit select coin , we 're like dough you 're here for the very long haul . do not be threatened by any new coins launched by tape terminal . you can use them for a quick win if you want , but do not compromise your bags in the legacy coins like daddy in real tape which will be here forever . i 'm am testing my ai capability ? the real question is why are you not inside the real world doing this for yourself . why do n't you have ai machines . you can create ai twitter accounts ? that promote things for you . that can even promote you . imagine you , little do . you got_ta have a twitter_account just saying under all your tweets . wow , your skinny arms are so attractive .",episode-84-im-here.txt
1,"and the reason i 'm dangerous to the establishment is because what i 've just explained . they 're trying very hard . but to keep you lazy . the beautiful thing about the period we 're is that i actually truly believe if you are not lazy and you pay_attention and you get the right education . anybody can get rich . we actually have more social mobility than ever before , believe it or not . but they have this huge strangle hold on your balls because they made all of you so lazy that you ca n't seem to find the energy required to break out from the atmosphere . entertainment is everywhere . the priorities are listed as music , concerts , the things you enjoy or your priorities .",episode-80-why-you-lose.txt
1,"and it 's harder to to do than you think because when you start doing that , you start turning your brain on to focus , and then you ca n't fucking sleep so you have to do it like zen . you have to just zen go . i 'm going to sleep , but i 'm gon na keep track . right now i 'm thinking of this dumb shit . okay . now i 'm thinking that dumb i 'm shit . and sequentially in order to remember all the things you 're thinking about . until you remember the last thing you thought about for you went sleep . when i start learning how to do that . they 're on out about seventy percent of the times i would dream . it would be lucid . and i ... i genuinely , even to this day . i 'll be in a dream doing whatever . and i 'll lift up a i ca n't go , that has no weight . this is a dream . okay . this is a dream .",episode-5-family-friends.txt
1,"so that 's that 's how i dream . so the the way i do that . and when i say i say that i use my dreams to to calculate things is because if you 're ever a heartbroken or upset or you 're really worried or stressed . you might dream about the problem . so i do that consciously . if i have a problem in my life or something i have worry about be concerned about . i 'll try and make sure i dream about it , and then in in the dream , i know i 'm i 'm in dream . and it 's basically dedicating time of my life dedicating the time i was sleeping to to solving a problem . we 're dealing with a problem . how many times how many amazing songs have been written in a dream or how many scientific discoveries were from dreams . loads of look it up . look out just . look up discoveries from dreams .",episode-5-family-friends.txt
1,"i 'm not trying to raise money here from anybody else . so if you wan na donate take pledge , you have to be a war member , and you have to come to the war events . right . someone asked me about aidan ross , supposedly aidan ross back on the lien . is that true ? do you know who he is ? i know a little_bit about aiden . if i ca n't really , like , dive into stuff like that . let 's find up . sort of media so . if aiden is if aiden is is incessant on the fact that he wants to continue to take drugs , then there 's not much anybody else can do about that , and he 's gon na have to live the life path he 's laying up for himself . he 's someone you spoke to already . i 'm definitely . yeah .",episode-15.txt
1,"because supply and demand . as silver comes less food , the food will be in higher demand , meaning the price of the food will increase . therefore , if you are filthy rich , you can always afford food . if you are broke , you will not be able to afford the food , and then the broke you will try and take the food by force , meaning you need the demand m 's to protect your food . that 's how it works . science . you need to get rich ? because now the price of food is gon na double in fact ? it already fucking has . have you seen inflation ? have you gone on food shopping in canada or were you too_busy jerk_off ?",episode-44-black-swan.txt
1,"it 's the rule breakers , people who do unusual things . you know this . and that 's why you 're so interested in crypto . and here i 'm talking about cryptocurrency because what you are currently doing , and this is what 's actually dangerous to society as a whole is all of you idiots are just gambling . on shit coins . and i wan na make something clear to you . i understand . i understand your plight . i totally understand why you 're gambling on shit coins . why not ? there 's no other way out buying a house ai n't gon na work working hard becoming an engineer ai n't gon na work , dedicate_yourself to work at gay corp is not gon na work . the wages are never gon na increase inflation control . the cost of living is crazy . every_single girl on earth wants millionaires .",episode-45-council-wars.txt
1,"while you guys join the real world and essentially buy tickets to win yourself a lamborghini . so , yeah , the things i had to do to buy super cars is insane . so never human_traffic anyone , obviously . but what i did do was worked for years to buy the aston_martin , which did n't work out because i did n't end up selling it because they i ran out money . and then start making money again , it was probably , a year and a half , two years of hard work and saving to buy a crap year version of the lamborghini , i 'm now giving_away for free , which i had to buy this lamborghini too , but you guys . have a instant ticket to get to super car level . if you 're a member of the real world . you see , i 'm quite generous deep down .",episode-82-huge-announcement.txt
1,"simply working towards and considering_replacing you with a machine which will outperform you in every_single metric than you 're a dumbass . the future is ai and what 's interesting about it is , you 're gon na have the people who know how to use it like me . the business_owners are how to implement it like me who get monumental_mentally wealthy , richer than deliverable ever before , and the average_person is gon na get rent . have not have jobs . that 's all it 's going to be . ai is gon na put more and more money into the hands of people know how to utilize it and gon na take more and more money from the joe average i 'll do my job , and then i 'll go home then i 'll log off dips_shit . those people are long long long gone . sorry , ted . sorry . and i 'm i 'm genuinely me making this video .",episode-85-the-portal.txt
1,"i truly believe it 's impossible for you to be on time , work your ass off , be honest , good handshake , turn up , listen , learn , not being an arrogant dick_dickhead and dedicate_yourself to something and still fail . i believe it 's impossible because there 's not . there 's not enough . there 's not enough people who will do that and for you to fail . and agree . is funny . you could be a dumbass . yeah . you could be a fucking idiot . i 'll tell you if i hired a man today he was a dumbass , but he owned up to his mistakes . he apologized for them . i could tell he was genuinely sorry , genuinely trying to learn . when he fucked up , he took notes and he said i 'm gon na make that mistake again . he was on time every_single fucking time .",episode-5-family-friends.txt
1,"honestly , daddy terminal in their daddy_coin or just low iq betas as pan to thoughts . it 's hilarious they think ph dom is a viable financial strategy . meanwhile , i 'm stacking real take like a true alpha . while they 're stuck jerk_off to woke capital . so my machines are fighting each_other . like i said , my machines are fighting each_other to generate as much income as possible . now in this scenario , i own both machines . but if somebody else owned a machine , it would be about me training my machine to be as effective as possible to out compete and crush the other machine . this is the future of entertainment , this is the future of money , this is the future of the world .",episode-83-wild-ride.txt
1,"that 's why i recently said on x , if you did n't see my latest tweet . despite the people who did n't get your fucking joke . all crypto coins that use my name and face , are scams , you 're gon na lose your money if you invest . in them . so , yeah , everything mean , andrew do is for the good of our ... one more thing i want to mention . going , and i 've got one or two more to read . john connor only stood a chant against sky net because he had a terminate on his team . he managed to use a machine against the machines . ai is gon na be instrumental in your future enslave . they 're gon na use ai . it 's to make sure that you get the injections and to make sure you eat the bugs . so now is a disruptive point in history where ai can be used through your benefit .",episode-41-lockdown.txt
1,"let me give you a quick example . very quick one that ... and i 'm gon na make it applicable to what we discussed earlier . most of you do n't have enough money to invest heavily into crypto right now . my brother and i can pull a hundred million_dollars out of our ass , and we can buy any coin , and we know that we 'll have a hundred and twenty million_dollars in a few short months . we know that . twenty million is enough for most people it 's for us it 's see years money because we spend it a year on nothing . most people can live forever on twenty million . that 's how easy it is for us to win . for you to make twenty million , you have to think of all these grand schemes . you have so much work to do . so much ground to cross so many mountains to climb . you have to traverse universes .",episode-88-back-to-reality.txt
1,"do n't give a shit . i 'll read it out . i 'm a freelance writer was briefly doing some copywriting writing work for a finance website . the director decided to give ai eye go . so my service was no longer necessary for that particular role . you 're fired . bye . we get donald_trump your fired clip in here . next . or at least play the sound . video editor or for several small youtube 's . my job was basically to turn videos into short . and add captions with emojis . what replaced me ? tools like vs sub to io with speech detection and auto captioning . what i do now ? i 'm still video editing , but focused more on the long form video . fired . had to stop freelancing and get a job . that 's life i get . guess . you 're fired , you 're fired fa . you 're fired . you had a good job . you lost it to the machines .",episode-85-the-portal.txt
1,"so that means you 're gon na have to replace the screen yet . brian i do n't keep them on . watch the full_episode now exclusively_un rumble . each_masterpiece is created one step at a time . one victory out time . your life is a candies . every triumph_adds a stroke to your unique_masterpiece . great_painters and heroes_alike and look back in marvel at every stroke that forged their legacy . in the real world , we celebrate_those moments_support . introducing_hero 's journey . our newest_feature . hero 's journey is your personal_gallery of victories . a dashboard_showcasing your biggest_breakthroughs and triumphs . not only do we give you an overview of your path to success . we allow you to see the victories of fellow_heroes and draw_inspiration from their_journeys .",episode-87-were-so-back.txt
1,"also with the conglomerate and the large pooling of wealth . it 's becoming harder and harder to know rich people . this is something no one really talks about when it was all mom and pop stores and individual small business_owners . if you were in the middle , you knew people who own businesses . you could learn from business people because you knew people own businesses . this guy had that store , that person 's a farmer , this girl 's guys a plumber or whatever . that 's changing and everything is becoming mono . as that happens , one of the problems with that is because you 're gon na know less and less people who have the ability to truly make money for themselves ? you 're only gon na know slaves work for the matrix itself ? you do n't know jeff bezos offs , how many people is amazon put out business ?",episode-80-why-you-lose.txt
1,"if you 're a real hero , you 'll also buy some fire_blood from top_g dot_com , and you 'll only drink straight man 's coffee , and you 'll only drink fire_blood . and then perhaps if you also wear this a safe mine t_shirt , you can be a hero . now , wait to understand . if you do all of these things right now . the path you will go down . the life you will live . the yes path of i got the straight coffee and the fire_blood and the t_shirt is a completely different life than the life you 're currently on . so if you wan na change your life on a positive direction you must take action . in fact , we 'll add in a fourth thing . write these down . if you do n't mind old friend . write them down on the on the board ? yeah . oh , i 'm illustrator . you 're . well , i am with the best illustrated in the world . so we want them too .",episode-45-council-wars.txt
1,there 's a nigga coin that 's that billion . daddy he 's that billion . he did n't just despite everyone because he 's famous and rich . is it take great . trump trump lamb . and then show me do a doughnuts of my lamb . i need the doughnuts of my lamb video and the trump lamb video and the fundraiser all com video . what 's the name of the jam ? coffee number thirty eight . feeling great . hydrated . coughing . fa retarded fa . one in the chat . tristan is a retarded fa . one in the chat . tristan is a recast . two in the chap . who are retarded fa . three in the chad . is a n for the chap . lots of ones . thanks guys . sub twos are good number twos . three also . i need this video here . this one . there 's one in the middle of that that . that 's it . let me show you your motherfuckers how cool you can be .,episode-81-uptober.txt
1,"so i 'm trying to see what is gon na be more effective , and ai selecting and pro promoting a brand_new coin from zero or creating an ai for rd existing coins and using it to pump those coins . that in r and are here to stay , and they 're gon na be here for years from now . daddy in really take are not like other celebrity coins . they 're more like do . they 're gon na be here forever . we 'll be talking about daddy and really take in years from now . i 'll be doing daddy and really take world tour once i 'm free . in five years from now , i 'll still be talking about these crypto . they 're my only crypto , they 're here forever . they 're going into billions . no doubt about it . i 've got endless_opportunities , they 're gon na sponsor the usc , they 're gon na be everywhere . i just have to get free from this junk first .",episode-84-im-here.txt
1,"all the people were talking shit about me are mad that they used to be able to do . no . they used to be able to do a little_bit , but they 've all been losing influence slowly , and now i 've come_along and now they have no influence at all compared to me . nah . you 've taken all taken all their influence . all of your influence are belong to us . and that 's why they 're pissed . because the because crypto now mine . and everyone 's gon na watch my wallet which i put up publicly and watch my twitter because they know e coin , i put the ticker up of is gon na fucking blow . and they know it . but the next five years follow , you make money . if you follow , you 're gon na make money because he owns crypto . and if you follow the people who take dislikes even if they are hyper intelligent , you can lose money .",episode-56-crypto-culture.txt
