Topic,Document,Video
4,"she thought i 'd be impressed . yeah . i 've john walker blue label . yeah . now have a jolly welcome blue label . what ? you 're not one of me and my rich successful friends who drink blue label . you 're not on par with the gentleman sitting at this table you are pond sc , and you 're sitting there pretending to be upper class to fit in with me and my friends when you 're fucking nails chip . they are chip fucking finger nail or in blue label . blue label is for old distinguished gentlemen . like me . who smoke and are racist . yes . exactly . you are refusing to do either of those things sitting there wanting to drink the expensive whiskey to prove some kind of ridiculous point . but you do not belong here . yeah . yeah . i 'm wondering why they think we 're .",episode-81-uptober.txt
4,"it would take you approximately one week to eat this credit card , plastic ingestion by humans could equate eating a credit card a week by the wwf . what do you have to say about this extremely scary and dangerous revelation . as a man with no banks who is n't allowed to be a member of any financial institution i 'm glad to have at least one credit card with me per week . nice . fair . in fact , if i use my mental quit , which you 're probably unfamiliar with . i do n't use move my hands , i 'd use my brain then to raise my body temperature . hear me out . now there 's iron and metals in my body . you understand . what i could do is i can formulate the plastics into a debit card with a metal chip . they 're silicone coding in my body . we agree . yeah . and then what i can do is i can use my hand .",episode-55-plastic-balls.txt
4,"and i 've also tried to quit coffee to see if there 's actually any genuine benefit or improvement to my life . there is nothing wrong with coffee . it can never hurt you . coffee , a bunch of it . less food , more coffee . third thing , you need to supplements etcetera right . this is a coincidental credentials . i 'm gon na mention them because , obviously the question asked them . i do not take protein powder . i do not take cr . i do not take steroids . i do not take t , nothing . lots of coffee , lots of meat when i do eat i eat once a day . and to make sure my energy energy 's on point , we have our supplement brand here . we 've put them all together . you can see them here at the bottom at the back . you can get them at cobra_tape dot_com .",episode-8-awakened-warrior.txt
4,"i have no testosterone replacement , no pills , nothing . no protein shake nothing . i 'm building my own supplement line now . it 's the only one i 'm gon na start taking . and i eat a bunch of meat . i 'm a meat . eighty percent of my calories comes from me . yeah . i i i do n't ... and people say , i have meat too . a hamburger meal is not meat . that 's a little_bit of meat ... a bunch of bread and french fries . no . three steaks . three steaks . no rice . done . that 's how we eat . tobacco . they do n't want you strong . they want you weak , and that 's why they 're promoting this vegan is garbage . every_single thing that the matrix p supports . every_single thing that the matrix is telling you to do is designed to make you weaker and easier to program .",episode-6-welcome-to-the-real-world.txt
4,"i want your vitamin and c. i 've got all the fucking carbon_credit , some carbon balls . got all the cars , all the bitches , all the fuck you name it it 's all mine . i 'm taking all the vitamin sea . i take fire_blood . so my blood and my veins are full of more vitamin see than you . you are seeing they 're watching this show , and i guarantee we both that blood test right now . i would win the vitamin c competition . i 've had fire button you have n't . and you sit there and go , i do n't mind losing . it 's no problem to lose . vitamin c. it 's only vitamin c. i do n't lose anything . you 're a fucking loser . what do you call someone who lose ? a loser . a loser . get your fucking fire . so thinking that little fucking flint stones vitamin and stroke in your little tiny pee like this . just flint the chew volume .",episode-86-the-fate-of-america.txt
4,"it tastes terrible and it 's good for you . it 's a supplement for men . it 's not for girls . for my future advertisements , i just wan na walk around and up to random h and romania . i 'm just say , hey , i 've men invented this new supplements it 's really good for . here 's all the vitamins try just watch them jamal spit out all of the street . to watch go . you poisoned me . you human . call please . boy , shut up . if you want strawberry cotton candy you 're gay . if you 're a man , you want your supplement to taste like p because , you know it 's good for you . fire_blood . available at top_g dot_com . your mates need fire_blood . your rapper your rapper friends . oh , yeah . good friends of mine . very we close very , very close . so so in the in the spirit of getting you in trouble .",episode-39-warriors.txt
4,"if you prefer supplements which taste cookie_crumble but are full of junkie you you 're probably get aid test because you are . it 's not the word always these razors disgusting things . i really filled to throw up when i 'm drinking . do you want a supplement that makes you strong or do you want a supplement that tastes like candy because you 're fucking gay . do you perform the natural_obligations ? i feel more powerful already . top two dot_com . why are you gon na t_shirts some fire_blood more and more does the man need . right . we 're trying to bring michael on . where are we on ? is trump one yet ? no . i seems to be having some tech issues . i hope we sort them out . should we see hear us ? hello , sorry . can you hear us ? i ca n't really hear you . we get we 've having an audio problem here .",episode-86-the-fate-of-america.txt
4,"do you remember that ? they said all those things all across the world who 's been prosecuted , who were jail . so if this fire_blood , for example , did n't provide excellent nutritional health , and instead gave you mite car diets and killed you . nice . i could still say whatever i like . and although twenty two million people may die for eating the fire_blood . i be free for prosecution because that 's the way things work . i do n't know if you 're aware of that , but i 'm just i 'm just i 'm a businessman . i 'm thinking of my feet . i 'm seeking patterns . so you 're saying i can state here that fire_blood . removes all plastics from your organs from your balls . yes . and from your bloodstream . yes . because it makes your blood turned into actual fire yeah . that melts all plastic . yeah .",episode-55-plastic-balls.txt
4,"this topic is absolutely super sick . i absolutely love it . no . it looks cool . right . looks super signal . so so you have n't tried the new fire_blood , and that 's why you are sick . that 's probably right . probably . and whose faults start nigel again . i mean ... why is it my fault ? it was because you could have sent me a top of that me if you really care . how and you was definitely sick . right ? you 're the new fucking there ? who just ask asking was that you sick ? you said you 're sick because you had had your fire_blood ? oh , that might been the ... was that the ? that the fire_blood there ? blood then ? no . no . no . no . no . no no . you lot i 'm losing mad . light ? is that ... or is that the five blood ? because it was a different color ? is that the name know one was was the oh . is that i might be five there ?",episode-82-huge-announcement.txt
4,"and anyone who 's had fire_blood knows how disgusting it tastes . fire_blood tastes_disgusting because it 's thousands of percents of all the vitamins you need each day with no flavoring or tastes at all . it tastes like chemicals . it 's disgusting . but everything that 's good for you is disgusting in life . that 's how it works . if you have a supplement that tastes like cookie_crumble , it 's because you 're a fa . this tastes horrible . like training is horrible . that 's that 's why it 's good for you . but you can see , give me the fire_blood video explain what fire_blood it is . give me the fire_blood . i 'm gon na explain more what fire_blood is as we drink our f blood . no pump it up . my tongue is got a nice healthy shade of gray . i 'm sure if you could see that . this this is truly vile . guys .",episode-86-the-fate-of-america.txt
4,"you count balls made a fucking kale . that 's like , like you just said , killing yourself this solve a problem . andrew , the car wo n't start . well , i wo n't need my car to start . if i kill myself . yeah and , they 're gon na try to put you in jail and does n't matter what court case i have . if i kill myself . now we 're talking . and this is some ... the mainstream_media can get behind this . there 's plastics in the phone . that i wo n't need to eat ever again . if i kill myself . but do n't eat any food . do n't eat any good food . all the good food has plastic and that 's funny . it is actually pretty good to though that we drink our water from cans . because we drink a lot of water every day . it 's always from cans . now .",episode-55-plastic-balls.txt
4,"and only that way , will you ever become a fraction of my power and managed to achieve fire . fire takes disgusting because it 's good feeling like , everything beneficial life it 's hard to swallow . blood is the most disgusting part you can buy but contains every bite mineral and amino acid required for muscle of her . your stomach may egg a little_bit after consuming fire_blood if you are a door . if you prefer supplements which taste cookie_crumble but are full of junkie you 're probably getting nate desk because you are gay . it 's not words always these razors disgusting ? i really feel to throw up when you 're drinking . do you want supplement that makes you strong or do you want supplement that tastes like candy because you 're fucking gay . i 'm super funny . but fire was a supplement for men .",episode-39-warriors.txt
4,"if you if you have a supplement that girls can take your day . you need a supplement that girls ca n't possibly consume because you 're a full_grown fucking man . and as a full_grown man , you need to be doing something that women ca n't do . imagine you go into the gym and only lifting the same weight that girls can lift . oh , i ca n't change the machine because girls ca n't lift that much . what , how you 're ever gon na get strong that way . if a girl can do it , it does n't benefit you . meaning , if you 're taking a supplement that women can consume . it does n't benefit you . you need a supplement that makes women recoil and disgust . you need women to spit it out and go . i ca n't possibly drink this . it 's too strong . it 's too disgusting . why does n't it have any flavoring ?",episode-86-the-fate-of-america.txt
4,"what 'd you say a check today 's micro_plastics ? beer . thank you . so what you 're you trying to prove but you 're not scared of plastic by getting as much plastic as possible . no . i 'm immune . that 's your plan . but that 's from a glass ball you would n't dare get it from a , plastic ball , but i drink beer from a plastic bowl but you would n't . does n't matter who am . matters is our plan . so look at this . i do n't care . no . no tristan . this is , i want i want your reaction . your honest reaction . for everyone at home , give your honest reaction . now you know that you 're full of plastic . here , i 'm gon na show you an advert , and you give me your honest reaction . do n't hide your fear .",episode-55-plastic-balls.txt
4,"vitamin_b one , one thousand ninety one percent . vitamin_b two , seven hundred and fourteen percent . vitamin_b three , two hundred_percent . vitamin_b six , seven hundred and fourteen percent . fo eight . them know what the fuck fo is . but if you want two hundred_percent of your daily allowance or your daily requirement to fo late , you can get it in one scoop , vitamin_b twelve a hundred_percent . bio , two hundred and forty percent . acid , three and thirty three percent . potassium chloride calcium magnesium zinc , copper magnesium , iodine sodium , a , a l , a gl . i know the fuck this shit is . do you understand that one scoop of this has huge percentages of everything you need , having only a hundred_percent of something is for fucking fa you need one woman , but if you only have one your day .",episode-82-huge-announcement.txt
4,"to pay for things be , unlimited money . the secret to infinite wealth is ingesting plastics . fine . why would n't that work ? tell me why that wo n't work ? micro flask found in human remains for the first time showing the impact of of pollution . what do you have to say about this ? are you concerned ? i have no plastics in my system . i 've been trying to accumulate plastics for infinite money iq i ca n't . as long as i start have to pay for things with money out of banks . i 'm not plastic enough . we 're gon na go through a few more examples of the plastic inside of people . and then we 're gon na talk about the possible solutions for the plastic problem . well i do n't i 'm the one who ask come with the solutions because i 'm the least plastic man on earth . there 's no plastic in me .",episode-55-plastic-balls.txt
4,"if you want a supplement which is one hundred_percent of all the vitamins , amino_acids and minerals you need in today with no flavoring , no additives at all . tastes_disgusting , what makes you as strong as and ox . so you have all the energy you need to twist the knife on liberals . you can get it at top_g dot_com . fire_blood , seventeen_seventy five_coffee the only coffee in the brand in the world that 's called gay . and , of course , the bullet_bulletproof stainless steel signs , same made un_phased . my famous quote because i say very interesting and funny things all of the time . back to twitter . back to twitter , it 's important . we 've got_ta go through all my tweets . right ? this me laughing at liberals . just me that 's just me having a laugh so fucking . you know ?",episode-87-were-so-back.txt
4,"logan_paul and k. seriously , i have no idea who this guy is . well , they look very responsible as they are influencers . so let 's break down what these influencers are promoting . ice pop flavor . it says naturally flavored . it seems good on their website . as you know in this channel , we always read the back . it says appeared that this is only ten percent coconut water . a ten percent coconut water is coming from cottage . juice that has been reduced down to a thick syrup . so the water 's removed and it 's just a syrup sugar , natural flavor . that means you 're taking something natural and you 're chemically altering it in the lab to produce different flavors . the artificial sweetener super . it 's made from sugar in a multi step chemical process . there 's some nasty side effects of super .",weve-only-just-begun.txt
4,"girls , if you do n't mind . i 've never understood why you would have a hundred_percent of your vitamin_b two when you could have seven thousand six hundred ninety two percent of your vitamin_b two . along with your vitamin_b six , and your iodine magnesium zinc call for all the amino_acids , niacin , fo acid , vitamin m and a it goes on and off . in one convenient scoop with absolutely no flavoring whatsoever . shirley andrew , you 're business genius . one , who has a thought taking mo minerals and all the vitamins and all the amino_acids and putting them in a fantastic easy to use product with no flavors whatsoever . so i 've created a fire_blood , and we 're here to see what women think of it . at this girl 's on . so girls , this is fine . this is my product . please give us a very honest review .",episode-39-warriors.txt
4,"and your peas do n't even yellow because there 's only a little_bit of vitamins in it . oh , i 've only got my daily recommended allocation of viper well . i 'm scared of my pee out too many vitamins heart a bumper will get mad at me . to being wasteful . i do n't want bread to come to the gym and beat me up . fucking game . you heard of here first , fire_blood tastes fucking disgusting . drinking fire_blood is actually one of the natural_obligations . it 's one of the natural_obligations do n't be gay , but it 's thousands of percents every_single day . thousands of percents of all your vitamins . do you want a hundred_percent of your vitamin c or do you want three thousand percent of your vitamin seat ? it 's like ... like , are you like having a bug_spaghetti .",episode-86-the-fate-of-america.txt
4,"i do n't ... you do n't trust medical science . so you 're saying that you can trust fire_blood even_though it was n't prescribed to you by a doctor who 's in bad health anyway who gets a financial bonus from giving you that supplement ? how can you possibly trust that stuff ? you 're you 're crazy . you need meds . get your fire blow laptop to you do n't comment and taste disgusting , but it 's got seven or eight thousand percent of every vitamin you need because you 're a man , you do n't care where it tastes like . there . there 's my fucking meds . next woman assist me . i got ocd and anxiety . and i say drink this . in my meds . trick your butt to to back . how fuck it 's cigar , have a coffee and drink some fucking fire_blood . then clean my room . message jordan_peterson let him know it 's done . fucking nerd .",episode-52-do-you-have-a-sword.txt
4,"is that gon na taste like strawberry cotton candy . and if that 's what you want , you are probably gay . if you are a man , and you wan na be as strongest humanly possible with no garbage , only the things your body needs then you need to get used to pain , and you need to get used to suffering . and only that way , when you ever become a fraction of my power i managed to achieve fire . fire_blood tastes_disgusting because there 's a good you like everything beneficial life is it 's hard to swallow . fire_blood is the most disgusting part if you can buy , but contains every bite and mineral and amino_acids is required for most of it . the stomach may egg a little_bit after consuming fire_blood if you are a door .",episode-86-the-fate-of-america.txt
