Topic,Document,Video
2,"when masculinity is more needed the never report to protect families protect society , either d in the real time by the slave mechanisms , all with the goal of empty alpha cups . you are glad at and they 're trying to empty you out get rid of every_single drop of war so they can fool you with poison instead ? you have to be empty before you 're filled up . think about the things that even make you smile nowadays . is it a woman telling you that she could n't leave you ? is that a woman coming up to you saying , it does n't matter what you do ? i know you keep having babies with other women because you want so many babe . i just ca n't leave you . does that happen to you ever ? no . does she even listen to you ? no . do your children looking like a superhero do people fear you ? what makes you happy ?",episode-100-tate-for-prime-minister.txt
2,"so the state of the world , especially and the west is so destroyed now because the link between men and women 's completely broken . yeah . and also , we also look at a lot of things . this is something i was talking about with ken owens the other day . we were talking about how they 're trying to enslave us all and they 're gon na lock us all up on our hill houses , they 're gon na do covid two point o and they 're gon na steal the election and kamala is gon na win even_though she should n't , and they 're gon na take away all our free_speech , and they 're gon na take away all our guns and all our lives are gon na be slavery . and she said , well , the men need to stand up and fight because that 's a man 's job . yeah . but ... but what does a man fight for ? a man fights for his family .",episode-76-gyal-dem.txt
2,"and when you come from a privileged society , you are there and your in in la , the the big dj are taking drugs , the hollywood celebrities are taking drugs , your neighbors are taking drugs . everyone 's on drugs and drugs look fun . i think what i mean you got lucky is we come from so down low here that from our perspective , drug use never looked from . drug use drug users were the people in the streets , the people commit crimes , people breaking into the houses . the people who we went to school with who go hooked on drugs ended up in jail . from our perspective , we saw the true the the the true face of drug use . and if you are not from where i 'm from , just understand that nothing good comes from drug use . absolutely nothing . and andrew famously said on a podcast earlier .",episode-7-the-master-plan.txt
2,"a real man struggles and works to give to the people he loves . men give real man . so we need to bring masculinity back . we need to bring patriarchy back . we need to stop attacking masculinity ian calling at toxic . we need to stop radical feminism to the point where a man ca n't even be a man without being called names . but bbc , the bbc are gon na watch this podcast . list to everything i said , and they 're gon na do a breakdown about how i 'm dangerous , and i should go to jail . for everything i they will . a hundred_percent we went to go no . because because they 're gon na say that i 'm am i am . they 're gon na say i 'm toxic masculine and i 'm a dangerous person .",episode-76-gyal-dem.txt
2,"i 'm the man who runs this account . i 'll actually re you if you if you if you post that me . i think that 's fair . yeah . we should get rid to the gay and shit . yeah . gay . i 've got a jpeg . and what i said earlier is super important . people who care the most when , and if you do n't care enough to stand up and risk yourself , risk a few years of your life that you 're gon na lose everything you 've ever loved . now i wan na talk about something else really quickly , which tristan and i talked about yesterday . in days of old , if you were a man of capability . if you were like me , a physical specimen , you lost large portions of your life , primarily probably i would guess to disease . disease would take years of your life . you 'd either spend years sickly or you die early . yes .",episode-50-cowardice.txt
2,"and it is my imperative to just speak to truth and do my best to make god happy with me , and my ancestors is happy with me , including my father by standing up for what i believe is truly right . and that 's why i do the things i do . all of you at home know this . perhaps i 'm on the front line , and i 'm taking the most flack , and it may look like i 'm the guy who who 's going through the most crap right now . that 's fine , but we are all in this battle together . you are either in this battle against the matrix . because once you have your life together , once you 're truly happy and you 're truly strong and your finances are strong and you think for yourself . once you resist the slave mind , you 're automatically against the matrix .",episode-4-the-origins-of-wudan.txt
2,"each day , i dedicate myself anew to create the greatest possible positive impact on the world and do the work necessary to achieve a greater masculine excellence across all realms of human behavior . those are the things i believe in . when a report or calls me , like an amateur and says down the phone , you believe i think you believe in misogyny . i say listen to me . you are not equipped mentally to debate with a man of my caliber . i am in a different echelon of intellect . do not call me and make statements which you know to be fictitious . you know i do not believe or adhere to this miso bullshit world that you 're trying to pretend i have somehow or the internet is somehow created . i believe in something else . i believe in masculine excellence .",episode-3-the-41-commandments-of-tate.txt
2,"so i think that 's truthfully for the met out there who were who are listening to us . we 're trying to train and teach . you can find all natural supplements . obviously , we have our own and others exist . you can find natural supplements out there that can actually genuinely help you along with a good mindset along with the competitive environment , a lot of good work and a lot of hard work . you do not need drugs of any kind have fun , you do not need the drugs of any kind of get stronger . yeah . it 's very true . and you know , competitive environments , let 's say , even if you 're just a group of friends .",episode-7-the-master-plan.txt
2,"there 's nothing better than waking up with a woman who would do anything for you . there 's nothing better than walking_around the house and catching a woman just staring at you just because you 're built like , fucking hercules . trust me . i 'll tell you . there 's nothing better about it . women are not your enemy . the idea of never having a woman who adore you and never having children raised in a house told with a woman who is feminine and a man who is masculine is your enemy . yeah . you should be afraid of never having a future of a wife who truly loves you and never having children who truly respect you and never being capable enough to know that you have security within your relationship . and that is your enemy .",episode-14.txt
2,"i 'll wreck this whole fucking show . and i 'm repeat and i 'm the real producer . yeah . i 'm the producer . next , i 've seen recently , men complain about how women want an education and they do n't want to have children and they want to go to work and get a career , etcetera . i understand that point , and i agree with . i think the most important thing a woman can do is be a mother and the most important thing a woman can do is create life and it 's far more important than selling her soul to woke corp and working her ass off for some company that does n't care about her that is true . yes . why do women pursue an education and pursue a career . they do that , so they do n't have to sell themselves effectively to a man they do n't respect .",episode-14.txt
2,"maybe he does n't . so while all of it 's about is deserved ness . it comes down to whether your friend deserves the treatment or not . he has to be honest with himself , honest with you , and you have to be honest with him and say , listen , bro . you deserve what you 're getting . what is this ? oh , fine . thanks . so i ... it by . so it 's very difficult for me to answer this question . what i would say is that if he did n't deserve the treatment he 's getting , he would n't accept it . and i can say that as a matter of fact . because when you tolerate something , you 're admitting you deserve it ? do you understand how it can be a self fulfilling prophecy . if you tolerate something , you 're admitting you deserve that thing ? if he knew in his heart , he deserved better , and he was adamant of it .",episode-73-keep-it-simple.txt
2,"but if you actually look at the power disparity , they were pretty fair with that power . and like i said , talk about jail . if you gave a gang that mu power over another gang in a jail . you 'll see quickly how powers is use . that 's just how the world works . but , yeah , white man has been sub by their female . their women do n't listen to men anymore . their women think for themselves , their women do n't think for themselves . that 's i 'm a miso fuck it lock me up . women do n't think for themselves . either obey their man or they obey the tv . that 's it . their empty vessels waiting to be programmed . so because they do n't obey their man , they obey the tv . that 's why women have points of view that they ca n't even fucking explain .",episode-78-overton-window.txt
2,"i reserve the right to protect the san of my bloodstream and make my own decisions about my medical care and procedures . twenty four . i 'm i affirm the importance of endlessly improving my mental faculties through diligent work , study and practice . twenty five . i believe in acquiring wealth and abundance in order to prove my life and do good for those i care about . twenty six . i believe in the merits of healthy competition and constantly encouraging all men to seek out competition to improve themselves . twenty seven . i believe that masculine and brotherhood is essential to men 's mental_health , happiness and success , and i relentlessly encourage men to meet together trained together and work together . twenty eight .",episode-3-the-41-commandments-of-tate.txt
2,"of course , the woman cares then , of course , she has emotions then , of course , they said you just said that your ex husband cheated and you were like , go . you deserve it . like , exactly . would you not be ... okay . my just said you were n't upset about it . no . i was upset about it . and who said that i did n't . yeah . i was . you know bop i just put myself in his shoes and i understand his position why ? because what what why do we agree and disagree ? because people do n't understand the perspectives . my perspective from my point of view is right . but from his point of view , is all . so the point the point i 'm making though is is we 're we 're complaining about the world , and that 's fine . but it 's not only men who made this world , women are choosing this also . that 's true .",episode-76-gyal-dem.txt
2,"yeah , because she got to know you better , she saw behind the bra provide and she saw that you do n't really have any genuine real world achievements . you have n't really done anything that 's super interesting . you have to do things that make men respect you for women to respect you . and usually , those things require a degree of bravery . men have always been respected for our bravery . we did the brave thing , and it is the brave thing on the other side of fear , which is gon na build your character and build your internal self belief , but it 's also gon na build a magic inside of you that woman can see when she looks inside of your eyes . it 's also gon na build a magic inside of you that people can see when they look in your eyes .",episode-14.txt
2,"i get some horses , more guns than anyone has ever seen . imagine_shooting a man . with your last_bullet . and he stands there . un_phased available at top_g dot_com . i went through it trump went through it . they tried to kill the masculine spirit . do n't you understand ? this is why we have to brag . this is why we have to fucking twist the knife . they tried to kill the masculine spirit . they tried to destroy the last sem of resistance . against to fucking slave mind . men who stood up and said , i 'm afraid of you . i 'm not gon na sell my soul . i 'm not scared . no . i refuse . i refuse to believe that 's a woman when it 's a man . i refuse to say make could get pregnant . i refuse to believe a woman could do a job as well as a man can . i refuse . women ca n't fucking drive . put me in jail .",episode-87-were-so-back.txt
2,"i deserve better because i 'm so special because i have instagram like , some and you sit there and go , wow . cool . yeah . really great . so anyway , all these fifty eight destinations you traveled to . who paid for that . oh , i just went with my friends or my family , you know , i just went here and there . i went to turks and k costs and dubai . and you know , it was just with my girlfriends and we just stayed in the really expensive penthouse and we were just on a boat , but , you know , and , you know , all these men are n't serious . i wan na a serious man who pays for all my stuff and buys me diamonds . and diamonds are forever , but you know else is forever andrew , these hands . and then and they 're never going away . it is so fucking boring . dating women . oh , bro .",episode-81-uptober.txt
2,"women love stars because it shows that you 've been her and gone back up . that is the exact point . pain in the of success . you wan na to feel_confident in yourself and feel happy when you 've been through_hell and come out the other side . the pain is required , and you 'll often know that people who are better than you , are people who have suffered more than you have suffered . every_single hero and every_single movie goes through_adversity . there 's been a hero_movie where all he does his win . no . to be a hero you have to suffer . if you 're suffering , that 's part of your hero 's journey . there is no hero 's journey without suffering . that 's the whole point of being a man that you 're supposed to suffer .",episode-87-were-so-back.txt
2,"why they fear it because masculine men say no . they want all men to be weak p , so we all adhere to their evil agendas . so please understand . the toxic masculine men are not the ones who we 're gon na simply bend over and take the global d and sell out their populations . you mean people like william wallace , robert the bruce , you know , actual scottish people . correct . who were all white . so beware of weak men . yeah beware of weak men in positions of power and also beware of weak men in your circle . if i have weak men near me . in fact , let me adjust that . i wo n't allow weak men into my inner circle . if you 're physically weak , you 're likely mentally weak .",episode-49-morning-blessings.txt
2,"you could have trained hard and been strong and worked hard and been rich . you could have been charismatic . you could had honor . you could have done the right things . you decided not to do those things . you decided to sit in the internet and bitch you complain about women all day . and you wonder why you do n't get any or even worse . make an account dedicated to hanging on people who women do like like us . there are accounts dedicated to me , saying i 'm going to jail , trying to prove a case that does n't exist . accounts dedicated to me with cartoon ish pictures of me as their profile pictures , just hating on me all day long and jumping on any woman who tweets on me to insult her or engaging you with me . that 's not gon na improve your life . that 's not gon na improve any your life at all .",episode-14.txt
2,"so , i do n't get grandchildren so that some other day dude later on the line as something to fuck . it 's insanity , and they 're coming for our kids . and if that 's not gon na wait people up . then i do n't know what is , but they come_along with these words like homophobic , and they call you hateful . they call you hateful for caring about your own genetic blood_line . no . you actually are full of love . you love your children . so do n't let anyone call you hateful . that 's the biggest trick of them all . they say , oh , you 're hateful against the lgbt . and there 's no hey in me . i just love my children . i wan na protect them . if you love something you 're ready to protect it . they can call you hateful against what you 're protecting them from all you want .",episode-53-the-future-of-europe-with-thierry-baudet.txt
2,"i 'm gon na blame men , not women have fucked up women 's trust in men . so now women do n't wan na give their faith to men anymore because every time they gave their faith to a man . he did n't do shit with it , but ruin their wife yeah . and then when a real g comes along and says . stop thinking , just smile . i got it . yeah . they 're like , no . i do n't know if you 're ... yeah . and and here we are . right . but society was better when a woman could say , i 'm gon na have the kids . i 'm gon na look after the house and i know my man is gon na make sure the bills are paid . yeah . one way or another , i know it 's gon na happen . that 's when things worked . okay . so can i ask you something ? sure . so how do you think we fix the problem ? well , it 's really interesting because everything is a tapestry and his be complicated .",episode-76-gyal-dem.txt
2,"you assumed my gender without asking , therefore , you are d fa facto a nazi . did you know that ? no well i 'm not , though . am i ? have you seen doctor who ? i do not call for the extermination of anybody ? have you seen doctor i 'm no . a national socialist ? no . who works fucking doctor who ? nobody watches doctor her . for some reason , it 's still on tv . look at yes . we not . we know everything . thanks . and do you know nothing ? she 's showing you 're not woman anymore ? she . we 've got all that power . but there is a way to get rid of it . something amount is presenting time from my . he 's a male presenting time lord . he 's not male , but he 's metal presenting . and we choose to let it go . well , that makes_sense though .",episode-26-.txt
