Topic,Document,Video
0,"because some wait hold on the countdown . okay . some will refuse to accept their station . some will push forward even at a pain through the assault . through to the nightmares . some will grit their teeth that inflamed them themselves forward with purpose , will and empower . for them that a test will be a forge . casting them into a much the same as every_single conqueror loud . so is with the men of the test . i i wanted to shit with badass ass . you guys missed out , man . you had to be there . it was fucking sick . it was sick . let we play the last one . that mission is so . this was in in pennsylvania about three hours a month . power warned us , mission was so dangerous , a city deemed impossible . with no hope of return . pose words were golden . if he deemed this a suicide admission . ivy eight .",episode-5-family-friends.txt
0,"now once everybody understands that the world needs god , and the world has accepted that , and everybody is religious , then we can go down a level and start to discuss the different religions and peace . in peace , then we can go down a further level and discuss the different factions within inter religion , the different interpret interpretations of a holy book fine . but before you solve the meta point . it is as . it is fault porn and is amateur to discuss details . you do n't sit and discuss the details of a car . i would like to have carbon side skirts when you do n't have the money to buy a car . it would be stupid for you to sit there and say , i wan na discuss what type of carbon side skirts i would like on my lamborghini when you do n't have the finance to afford a lamborghini .",episode-21-imploding-influence.txt
0,"in a situation is making ... and we 're gon na make that available to everybody to all americans . so we 're working to bring down the price of around the kitchen table , and that 's what we 're gon na get down . thank you . president trump ? we had the greatest economy in the history of our country . and we have never done so well . every everybody was amazed by and other countries were copying us . we got hit with covid . and when we did , we spent the money necessary , so we would n't end up in a great depression , the likes of which we had in nineteen twenty nine . by the time we finished , so we did a great job . we got a lot of credit for the economy , a lot of credit for the military and no wars and so many other things . everything was rocking good .",episode-57-presidential-debate-live.txt
0,"and i 'm gon na explain what ke hardy did that was so revolutionary and so fucking awesome . the estate establishment ran england , the establishment . the lords , the gentile , the the the fancy people in their top packs and shit . james hardy , james k hardy comes along , and he gets voted into the house of parliament . he is the first ever labor of member of parliament in england and labor back then was fucking awesome . he went to the parliament house . the house of parliament and whenever everyone was wearing their coat tails and their top hats in a working man 's clothes . he went in a minors clothes and a farmer 's clothes , and it was a national disgrace , and all these people were just like , what the hell is this man doing ? he 's scraping the houses a parliament by going dressed as a working man .",episode-58-tristans-big-british-broadcast.txt
0,"and i truly believe there 's is evil in the world and good men do n't stand by when evil is taking_place and someone needs to stand up and say that pertinent_obvious things which can save the world . they 've tried to cancel us because they do n't like that we are time the truth to the world . if we were lying , they would allow us to lie when you rip out a man 's tongue , you 're not proving_him a liar , you just prove you 're afraid of him telling the truth . they 're trying to keep these lives alive . nobody_believes them . telling any more . the good guys have always been losing . it 's always been this place since a daughter 's of human humankind . it seems to do that evil always has the advantage but somehow good wins in the end . it is the truth . it is light that they pity here .",episode-99-2024-time-vacuum.txt
0,"because my thing is bro , that 's a l. and that 's the problem with youtubers . i 'll be honest , man . coming from the background that i came from . if someone betrayed you like that , it 's a wrap . you 're indoors with people , etcetera and you know , you need something the guy behind you to be able to , you know , shoot the fucking guy . if you go down to make sure that you do n't die . so coming into youtube and seeing people the way people move where they 'll turn their back on someone that they collab would before or make a hip piece on them whatever . like , it 's all foreign territories yeah . strange . it is it is a youtube thing , and it is a shame because truth truthfully any organization . i 'm might let him just talk about the word any organization . you to turn up and try and be helpful .",episode-5-family-friends.txt
0,"not sure i wan na do this emergency_meeting today . because you 've upset me already . i 've seen the clips you 're gon na play , and i just have a feeling that at some point you 're gon na describe some of the people in some of these clips as my mates . and if you do that , i do n't really wan na be here on the emergency_meeting with you because i 'm not mates with these people andrew , and you know i 'm not . i 've never been mates with them , i do n't know them , and you 're gon na play the clip and you 're gon na say my mates . so if you say every time you say someone 's my mate . i 'm gon na do two minutes of silence . and that 's it . so let 's run the emerging meeting like a professional . that 's be nice and informative to our viewers and our friends and the people who support us .",episode-52-do-you-have-a-sword.txt
0,"there 's no question about it . but you ca n't trust them . they 've already been playing dirty . fortunately , we learned a lot , you know , the republican national committee learned a lot . larry trump has been in the lead on this , but they 've been watching these polling boots very , very carefully . and so far , the fraud that 's been attempted , we 've caught . and if it continues that way , then hopefully we 'll keep it honest and and trump will be the newly elected president as he rightfully should be . what do you think are some of the most important things trump should ins indicate if he becomes president ? and what are the first problems to fix ? well , obviously , it 's the border . what 's happening here at the border is absolutely insane .",episode-86-the-fate-of-america.txt
0,"hope that our children can grow up gay ? believe in hope . that black people never get jobs and rely on the government . hope that transgender men like my wife , michael . and swing their penis at your daughter , in a change room . hope is on the ballot . tristan i 've had enough of you . this is the biggest sai up bullshit in history . i got ... guys , i want you a home to understand what 's happening right here . listen to top_g they 're attacking your fucking consciousness with an entire stratosphere fear of bullshit . so you do n't think about anything important . imagine that . they 're talking about people killing their own babies . they 're sitting here going in which state by which method at which term at which period during the pregnancy , should you be allowed to self murder your own kids .",episode-57-presidential-debate-live.txt
0,"the mainstream_media is now gon na attack me saying , i praise hitler , and the i was advocating for the mass death of millions of people because i said he built highways . this is an objective fact . he deal did build highways . it 's an objective fact that these highways are a good thing that they helped the economy and help the war effort . and to this day , germany has the most extensive all network anywhere in europe . all of this is true . but the fact i said a bad person did one good thing is gon na be attacked by the matrix , and they will attack me because subject is not allowed . you not allowed any varying shades of gray within the matrix operating . operating system .",episode-89-gear-up.txt
0,"probably moving . well , and and , i mean , speaking of the the the the the sort of slide that got you to turn that us save your life really , what was the legal immigration slide . maybe the stress maybe this worth talking about about that . it was it was that slide . that slice now the illegal immigration saved my life like you 're right , but they would say . it might had to be a that exact angle . i mean , that 's that 's a great one . you say safe by equilibrium . you know the the incredible thing , though , when you talk about the odds , you had to be exactly at that angle . but but the incredible thing is that the chart , i used it less than twenty percent of the time . it was just a moment . yeah . it 's always on my left never my right , and it 's always at the end of the speech . so yeah . we have it .",episode-64-beacons-of-hope.txt
0,"he has no genuine insights . so all he is a clown . he 's a performer . he makes people laugh . right ? guys look . so they take his platform away . people just watch some other bullshit content , some low level bullshit content . with me , they want to see what i say . they 'll go anywhere i go . so it 's different . i have fans . he only has viewers . and when you only have viewers , you have to be very , very afraid because you are behold to the matrix in and of itself . that 's why when he got canceled , he cried his little lies out . he said , oh , i think even said in this video he made about me . when you get canceled , you know , andrew andrew 's pretending he does n't care some stoic warrior , but i know how much it hurts . logan . it hurt you . because you 're a bitch . i do n't give a fuck . i i 've been saying .",weve-only-just-begun.txt
0,"and that 's all . so normally , this is where i 'd play the gay unicorn with the hat on his head and say it 's you and all sick of that . people tweet that at me . do they ? yeah . it 's talk to start again . no . alright . next show . i promise guys , soon as the next emergency_meeting , and i promise i 'll play that video tristan . i promise . i wo n't . but guys , go to corporate ten dot_com . message to live chat , let them know if you 're interested in our two year tracker . we 're also gon na start tracking the average_person 's life for put a nice fancy grass . you can understand the destination , which gon na be bestowed_upon the average_person .",episode-40-cannot-kill-an-idea.txt
0,"a politician could n't even suggest it . and we have to move the overt window back , which is a cultural thing . i think trump winning would be good for the overall masculine culture . i mean , i do n't know . of course , i ca n't do the data , but men are less likely you to listen to a bunch of girl ball bullshit if trump in charge . and i think that the culture shift might be enough to be able to allow us to have these important conversations later on . that 's why i think a trump victory is still so important , plus i wan na troll all the do . i basically agree with you . i just think that , you know , there are good reasons to vote for trump . i think there 's good reasons not to , and i 'm pretty ambivalent about it . i kinda went back and forth . i would say though , to that point specifically .",episode-86-the-fate-of-america.txt
0,"congratulations , sir . i hope you take it very seriously when you 're training , like we were saying earlier today . trump 's in a very precarious scenario and he 's in a very precarious position and i think he knows he is . the whole western world is to western world is currently balancing on the pre . and the divide in the western world is basically between people who take self_accountability and wan na be in charge of their own lives . saves . and the other side of people who want someone else to be in charge them to fix their problems for them . and anyone who is competent and capable trust themselves over they trust anyone else because they know other people are self interested .",episode-73-keep-it-simple.txt
0,"i would not be talking to reuters , but the hell he get roof why i would not very ... all be to be from by the railroad one right we 'd be bathroom from secured . how did he get on the roof ? why is nobody talking about this anymore ? nobody 's even investigating this attempted assassination in the longer ? like , it 's all over and gone away ? how did he get on a roof ? so good . everybody was so good . there was there was a mistake . if if if somebody knew because people were hearing that , you know , there 's just a bad feeling that there was somebody . i know that story now it 's been ... i simply do n't believe you got on the roof and completely organically . i do n't believe that .",episode-64-beacons-of-hope.txt
0,"so the other thing is , like , these people in society you said that you 're not dining with your life is , like , you do n't even self allies . that 's one of the things that i think from fighting . you talk about chess or whatever with the background of andrew myself . that is so important when it comes to fighting is when you finish your fight and you make mistakes , you go back and you watch the fight and you look at the mistakes that you made and you improve them . and that 's what a lot of people in this world , do n't do . they do n't understand the methodology of making a mistake , it not matter . you get over it and not doing it next time . and that 's all , again , these guys who said no . they realized they made a mistake because he made it extremely apparent to them that you made a fucking mistake .",episode-39-warriors.txt
0,"i 'm trying to read things about ? he had a book that failed . interesting . great . nice . noah and the daily show writing staff for at least a book , the donald j trump presidential library with a bunch of his tweets . that sounds like a book i 'd read , but your actual book born a crime sounds shit like you . you are a goofy loser . a super goofy loser , and he lives in new_york city where arguably , the cops of the firefighters new_york city are probably the biggest heroes in all of the united_states because they 're facing down a crime epidemic because new_york is a fucking shit hole , and the only people they seem to prosecute are , you know , billionaires sex porn stars fourteen years_ago for no reason . so new_york is a shit hole . so he shits on the cops of the firefighters .",episode-55-plastic-balls.txt
0,"all races have done horrible things like savers . some of the worst racism and the worst genocide are in africa . and i ... you look at both_sides and , i 'm i 'm not being racist to me , they looked the same . but to them , they 're somehow mark ... they they they 're like , who too and zoo two , or whatever whatever whatever it was in rwanda , was incredible . they 're shopping tony 's heads off with machete , and they looked basically the same . right now , there 's a large civil war in sudan , twenty five million people on food scarcity , the rs and s a , and they 're essentially the same ethnic group . there 's a little_bit of , tribes from chad . they 're really not different . know . that , you know , they 've made these artificial differences . i do n't think there 's any real genetic difference .",episode-72-destinations.txt
0,"but aussie they was solid , and it got the point where they found me interesting , and they were like , you you wan na do business here where talk business . so i was having picnic with the taliban intelligence with the taliban commanders with some of the ministers in afghanistan . at this point , it was just one big networking event for me , and i i 'd_rather enjoy it . that 's me taliban prison right there . good stuff . so no smiling . everyone ... everyone thinks something me beaten and i 've been tortured . they think , oh , i 'm regretting my situation . i 'm smiling ear to ear right there . describe if you will , afghanistan jail to me . so you 're in this discount . so it yeah . it 's not the normal jail . no no if it 's receive normal jail . no no .",episode-22-the-grand-adventure.txt
0,"i will never know every inside joke . i will never know the culture . i 'll never even know the language g. i ai n't learn it . true . i wo n't be able to read it . and how hard i try to assimilate , i will never fully assimilate , not fully . it 's impossible . so the world is tribal . so that 's also something else that needs to be negated . and one the best ways to negate that is via network . if i go to tokyo , but i 'm with ten high standing respected japanese people . that 's as close as i can get to being natively japanese . if i decide to live in tokyo for my own person . same within country . high russia , mexico , same . so network is also ultimately important . because countries now are changing so quickly . the world is speeding up . and the reason people are losing is because losers are staying slow .",episode-21-imploding-influence.txt
0,"in twenty twenty two , andrew_embraced his islam , marking a significant_shift in his beliefs and lifestyle . and i became_religious because i realize there 's so much evil in the world god must exist . equal and opposite_force . and i see so much_pure evil , the devil_must be ruled_means god must be real . in december_twenty twenty two , andrew tristan and tate were arrested in romania for allegations . they both_deny . controversial_influence andrew_tate has been arrested in romania . as part of the human_trafficking rape and forming an organized_criminal group . during their_incarceration , the media_continued its_attacked to tarnish tape its name , but after_spending three months_behind bars and with limited_grounds to hold them . the notorious_tape brothers were released on house_arrest .",episode-80-why-you-lose.txt
0,"i should run for the uk embassy . of course , the embassy had just left as well a few minutes earlier , knowing this ultimatum was covered . the embassy evacuate . yeah he 's an embassy evacuated . they said no stick around , but they did n't so a lovely chap spit bit coward . but i thought you know what ? i need to go to the airport . so i grab a taxi , and i 'm running to be able airport side of a buy the way , worst possible place i could be in . so as i 'm going there , i 'm trying to book a flight to my phone , you know ? and it keeps getting denied . my bank keeps getting denied and it 's because it 's a ... it 's , you know , seven hundred pounds , seven hundred dollars . in afghanistan , so it 's raised a red flag . so i 'm quickly calling that west , and i 'm shouting , i 'm go , hey , taliban coming .",episode-22-the-grand-adventure.txt
0,"i have n't read my indictment . i have n't read any of it . this whole three year saga . i 've not read any of it . i do n't what i 'm accused of properly . it 's just like going through the motions . they either put me in jail or let me go . it is what it is at this point . i i i feel like you 're saying your honor or you were n't there . so move to dismiss all charge is please . but i i do n't think that would work in illegal defense . i ... if i spoke cor romania and that 's what i 'd say . but i do n't . so i 'm either gon na go to jail or i 'm not , but it looks like i 'm not . so they gave me all my stuff back i 'm rich or , and it is what it is . what about you guys what have you all been up to ? i saw you debating some . i saw some little home earlier on your show ? who 's he ? he wants to debate you next .",episode-78-overton-window.txt
0,"count the black people because i just see white people cheering . not only are they enduring this . not only are they being forced to suffer this . no . they 're happy about this . they 're entertained by this . they 're like , yeah . yeah . yeah . do it . do it . so over . islam is not ruining your countries . the invaders are n't ruining your countries . these people are ruining your countries . these people . the traders , your ... the people who have betrayed you . this is why your countries are over and they 're gon na be conquered because power vacuums must be filled . and we 've realized that there 's no masculine resistance . we 're just gon na come and take your all your shit . america 's a rich country . they must defend it really well . no . nobody defends it . a too_busy drinking wine piss from a drag queen ? cool .",episode-74-retards.txt
