Topic,Document,Video
3,"an exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them . i 'm gon na do this for every_single emergency_meeting , for the unfair_advantage , the how to make money from these points how to affect the world in a way that 's gon na benefit you , come to the stream inside of the real world . emergency_meeting unfair_advantage taking_place live now to gain_access join now that join the real world dot_com . if you 're inside of the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a tate_channel broadcast . i 'm gon na go live_exclusively to you guys at the end of every emergency me is we are gon na start telling you ourselves , how you can make money from the things we 've mentioned .",episode-82-huge-announcement.txt
3,"i 'm gon na go live_exclusively to you guys at the end of every emergency_meeting is we are gon na start telling you ourselves , how you can make money from the things we 've mentioned . an exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them . i 'm gon na do this for every_single emergency_meeting for the unfair_advantage , how to make money from these points , how to affect the world in a way that 's gon na benefit you come to the stream inside of the new world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now at join the real world dot_com . if you 're inside of the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a tate_channel broadcast .",episode-50-cowardice.txt
3,"and exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them . i 'm gon na do this for every_single emergency_meeting . for the unfair_advantage , how to make money from these points , how to affect the world in a way that 's gon na benefit you come to the stream inside of the real world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now but join the real world dot_com . if you 're inside of the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a tate_channel broadcast . i 'm gon na go live_exclusively to you guys at the end of every emergency_meeting is we are gon na start telling you ourselves , how you can make money from the things we 've mentioned .",episode-82-huge-announcement.txt
3,"an exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them . and we 're gon na do this for every_single emergency_meeting , for the unfair_advantage how to make money from these points , how to affect the world in a way that 's gon na benefit you come to the stream inside of the real world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now at join the real world dot_com . if you 're inside the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a taped_channel broadcast , and i 'm gon na go live_exclusively to you guys at the end of every emergency to me is we 're gon na start telling you ourselves , how you can make money from the things we 've mentioned .",episode-82-huge-announcement.txt
3,"i 'm gon na do an_announcement in that channel for everyone who 's already inside of the program and you 're gon na see a new exclusive live stream where we talk about how you can make money from the things we talked about on today 's emergency_meeting . any other , super_chat before i go . only a couple . this wo n't made me laugh from george four five three , i 'm twelve_years old , and i drink fire_blood can twelve year_old twelve year_olds consume fire_blood . fire_blood is non toxic , and it is safe to drink you , sir are a fucking hero . you 're at twelve_years old . took your fire_blood . you are hero . yeah . good for you . we are people . guys .",episode-48-unfair-advantage.txt
3,"an exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them . and we 're gon na do this for every_single emergency_meeting . for the unfair_advantage , how to make money from these points how to affect the world in a way that 's it 's gon na benefit you come to the stream inside of the real world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now at join the real world dot_com . if you 're inside of the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a tate_channel broadcast . i 'm gon na go live_exclusively to you guys at the end of every emergency_meeting is we are gon na start telling you ourselves , how you can make money from the things we 've mentioned .",episode-82-huge-announcement.txt
3,"an exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them . and we 're gon na do this for every_single emergency_meeting for the unfair_advantage , how to make money from these points how to back the world in a way that 's gon na benefit you come to the stream inside of the real world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now at join the real world dot_com . if you 're inside of the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a taped_channel broadcast , and i 'm gon na go live_exclusively to you guys at the end of every emergency meaning is we are gon na start telling you ourselves , how you can make money from the things we 've mentioned .",episode-82-huge-announcement.txt
3,"and we 're gon na do this every_single emergency_meeting for the unfair_advantage , how to make money from these points how to affect the world in a way that 's gon na benefit you come to the stream inside of the real world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now . that join the real world dot_com .",episode-60-coup-attempt.txt
3,"we will pay you in crypto for joining the real world . you will be paid for going to school . you 'll be paid for being taught how to make money . not only do we teach how to make money online , not only do we help you get geographically free . we pay you to do so . it 's better than free . you 're paid to do it . so join the real world dot_com , we 're gon na see you in the unfair_advantage . and before we do that , tristan . can you turn off this air conditioning ? it says cold as a man 's ass in here . if you 're inside of the real world , you can prepare for an_announcement inside of the taped_channel . we 're gon na have a taped_channel broadcast .",episode-68-cheat-codes.txt
3,"an exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them . and we 're gon na do this for every_single emergency_meeting for the unfair_advantage meaning how to make money from these points , how to affect the world in a way that 's gon na benefit you , come to the stream inside of the real world ? emergency_meeting unfair_advantage is taking_place live now to gain_access join now but join the real world dot_com . if you 're inside of the real world , you can prepare for an_announcement inside of the taped_channel . we 're gon na have a taped_channel broadcast , i 'm gon na go live_exclusively to you guys a end of every emergency_meeting is we are gon na start telling you ourselves , how you can make money from the things we 've mentioned .",episode-82-huge-announcement.txt
3,"and exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them . and we 're gon na do this for every_single emergency_meeting for the unfair_advantage , how to make money from these points how to affect the world in a way that 's it 's gon na benefit you come to the stream inside of the the world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now at join the real world dot_com . if you 're inside of the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a taped_channel broadcast , and i 'm gon na go live_exclusively to you guys at the end of every emergency_meeting is we are gon na start telling you ourselves , how you can make money from the things we 've mentioned .",episode-82-huge-announcement.txt
3,"and exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them . i 'm gon na do this for every_single emergency_meeting for the unfair_advantage , how to make money from these points how to affect the world in a way that 's gon na benefit you come to the stream inside of the real world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now at join the real world dot_com . if you 're inside of the real world , you can prepare for an_announcement inside of the taped_channel . we 're gon na have a tate_channel broadcast and i 'm gon na go live_exclusively to you guys at the end of every emergency_meeting is we are gon na start telling you ourselves , how you can make money from the things we 've mentioned .",episode-82-huge-announcement.txt
3,"an exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them , and we 're gon na do this for every_single emergency_meeting for the unfair_advantage , how to make money from these points , how to affect the world in a way that 's gon na benefit you come to the stream inside of the real world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now . join the real world dot_com . a if you 're inside of the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a tight channel_broadcast . i 'm gon na go live_exclusively to you guys . at the end of every emergency_meeting is we are gon na start telling you ourselves , how you can make money from the things we 've mentioned .",episode-82-huge-announcement.txt
3,"i 'm gon na do this for every_single emergency_meeting for the unfair_advantage , how to make money from these points , how to affect the world in a way that 's gon na benefit you come to the stream inside of the real world . emergency_meeting unfair_advantage taking_place live now to gain_access join now at join the real world dot_com . if you 're inside the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a taped_channel broadcast . i 'm gon na go live_exclusively to you guys at the end of every emergency_meeting is we are gon na start telling you ourselves , how you can make money from the things we 've mentioned . and exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them .",episode-60-coup-attempt.txt
3,"an exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them . and we 're gon na do this for every_single emergency_meeting for the unfair_advantage , how to make money from these points how to affect the world in a way that 's gon na benefit you , come to the stream inside of the real world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now . but join the real world dot_com . if you 're inside of the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a taped_channel broadcast , and i 'm gon na go live_exclusively to you guys at the end of every emergency to me is we 're gon na start telling you ourselves , how you can make money from the things we 've mentioned .",episode-82-huge-announcement.txt
3,"an exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them . and we 're gon na do this for every_single emergency_meeting for the unfair_advantage , how to make money from these points how to things the world in a way that 's gon na benefit you , come to the stream inside of the real world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now . at join the real world dot_com . like if you 're inside of the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a taped_channel broadcast , and i 'm gon na go live_exclusively to you guys at the end of every emergency meaning is we are gon na start telling you ourselves how you can make money from the things we 've mentioned .",episode-82-huge-announcement.txt
3,"an exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them . and we 're gon na do this for every_single emergency_meeting for the unfair_advantage , how to make money from these points how to affect the world in a way that it 's gon na benefit you come to the stream inside of the world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now at join the real world dot_com . if you 're inside of the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a taped_channel broadcast . i 'm gon na go live_exclusively to you guys at the end of every emergency_meeting is we are gon na start telling you ourselves , how you can make money from the things we 've mentioned .",episode-82-huge-announcement.txt
3,"an exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them . i 'm gon na do this for every_single emergency_meeting for the unfair_advantage to how to make money from these points ? how to affect the world in a way that 's gon na benefit you come to the stream inside of the real world ? emergency_meeting unfair_advantage is taking_place live now to gain_access join now . join the real world dot_com . a if you 're inside of the real world , you can prepare for an_announcement inside of the tate_channel . gon na have a tate_channel broadcast . i 'm we 're gon na go live_exclusively to you guys at the end of every emergency to meeting is we gon na start telling you ourselves , how you can make money from the things we 've mentioned .",episode-82-huge-announcement.txt
3,"an exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them . and we 're gon na do this for every_single emergency_meeting . for the unfair_advantage , how to make money from these points , how to affect the world in a way that 's gon na benefit you an come to the stream inside of the real world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now that join the real world dot_com . if you 're inside of the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a tate_channel broadcast . i 'm we 're gon na go live_exclusively to you guys at the end of every emergency_meeting is we gon na start telling you ourselves , how you can make money from the things we 've mentioned .",episode-82-huge-announcement.txt
3,"so what i 'm gon na do is i 'm gon na answer your super_chat questions for five or ten minutes to give andrew a chance to get here . and if he does n't get here on time , then i 'm gon na run my own show . the tristan tate is the producer show . i 'm gon na rename the podcast . fuck emergency_meeting . it 's called tristan tate is the producer and shows are better with just him by himself . i think that 's what i 'm gon na rename the podcast . i 'm gon na need to speak with my behind the scenes producers and get a , frame made . shu tat are coming in . i 'm german . i founded it a dubai free zone company . for doing tax , trades , etcetera , what do i do when i 'm holding real estate in cars ? do i need to join the war_room for questions like these ? well , i am not a united arab emirates citizen .",episode-38-ai-is-liberal.txt
3,"i 'm gon na do this for every_single emergency_meeting for the unfair_advantage , how to make money from these points , how to affect the world in a way that 's gon na benefit you come to the stream inside of the real world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now at join the real world dot_com . if you 're inside of the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a tate_channel broadcast . i 'm gon na go live_exclusively to you guys at the end of every emergency_meeting is we are gon na start telling you ourselves , how you can make money from the things we 've mentioned . an exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them .",episode-54-trump-verdict.txt
3,"an exclusive_stream for people who are inside of the real world only and how they can take the information we 've given them . and we 're gon na do this for every_single emergency_meeting . for the unfair_advantage , how to make money from these points how to affect the world in a way that 's gon na benefit you come to the stream inside of the real world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now at join the real world dot_com . if you 're inside of the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a taped_channel broadcast . i 'm we 're gon na go live_exclusively to you guys at the end of every emergency to meeting is we gon na start telling you ourselves , how you can make money from the things we 've mentioned .",episode-82-huge-announcement.txt
3,"and we 're gon na do this for every_single emergency_meeting . for the unfair_advantage , how to make money from these points how to affect the world in a way that 's it 's gon na benefit you come to the stream inside of the real world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now but join the real world dot_com . if you 're inside of the real world , you can prepare for an_announcement inside of the taped_channel . we 're gon na have a taped_channel broadcast , and i 'm gon na go live_exclusively to you guys at the end of every emergency_meeting is we are gon na start telling you ourselves , how you can make money from the things we 've mentioned . an exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them .",episode-82-huge-announcement.txt
3,"an exclusive_stream for people who are inside of the real world home and how they can take the information . we 've given them . and we 're gon na do this for every_single emergency_meeting for the unfair_advantage , how to make money from these points , how to affect the world in a way that 's gon na benefit you come to the stream inside of the real world . emergency_meeting unfair_advantage and is taking_place live now to gain_access join now at join the real world dot_com . which if you 're inside the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a taped_channel broadcast , and i 'm gon na go live_exclusively to you guys at the end of every emergency_meeting is we are gon na start telling you ourselves , how you can make money from the things we mentioned .",episode-82-huge-announcement.txt
3,"and we 're gon na do this for every_single emergency_meeting for the unfair_advantage , how to make money from these points how to affect the world in a way that it 's gon na benefit you come to the stream inside of the real world . emergency_meeting unfair_advantage is taking_place live now to gain_access join now that join the real world dot_com . if you 're inside of the real world , you can prepare for an_announcement inside of the tate_channel . we 're gon na have a tate_channel broadcast . i 'm gon na go live_exclusively to you guys at the end of every emergency to meeting is we gon na start telling you ourselves , how you can make money from the things we 've mentioned . and exclusive_stream for people who are inside of the real world home and how they can take the information we 've given them .",episode-54-trump-verdict.txt
